ALPHA_3_CODE,IsscaapGrp_mapping,Name_En,Scientific_Name,Name_Cn,Troph,Troph.SE,SL.max,DATA.SOURCE,FOOD.ITEM
CAX,33,Sea catfishes nei,Ariidae,,3.68,0.06,52,FishBase_ISSCAAP,Demersal fish
CBA,37,Cobia,Rachycentron canadum,,3.96,0.62,177.97,FishBase_ISSCAAP,Pelagic fish
CBC,34,Red bandfish,Cepola macrophthalma,,3.13,0.233,72,FishBase_ISSCAAP,Demersal fish
CBM,33,Brown meagre,Sciaena umbra,,3.7,0.65,58.66,FishBase_ISSCAAP,Demersal fish
CBR,33,Comber,Serranus cabrilla,,3.35,0.47,40,FishBase_ISSCAAP,Demersal fish
CBT,13,Philippine catfish,Clarias batrachus,斑纹胡鲶,3.41,0.47,38.54,FishBase_ISSCAAP,Freshwater fish
CCB,38,Spinner shark,Carcharhinus brevipinna,,4.2,NA,NA,SeaAroundUs,Demersal fish
CCD,38,Whitecheek shark,Carcharhinus dussumieri,杜氏真鲨,3.9,NA,NA,SeaAroundUs,Demersal fish
CCE,38,Bull shark,Carcharhinus leucas,,4.31,0.7,287,FishBase_ISSCAAP,Demersal fish
CCF,38,Pigeye shark,Carcharhinus amboinensis,高鳍真鲨,4.3,NA,NA,SeaAroundUs,Pelagic fish
CCL,38,Blacktip shark,Carcharhinus limbatus,,4.24,0.69,225.5,FishBase_ISSCAAP,Demersal fish
CCN,38,Blacknose shark,Carcharhinus acronotus,,4.36,NA,NA,SeaAroundUs,Demersal fish
CCO,38,Finetooth shark,Carcharhinus isodon,,4.2,0.69,155.8,FishBase_ISSCAAP,Demersal fish
CCP,38,Sandbar shark,Carcharhinus plumbeus,,4.49,0.79,205,FishBase_ISSCAAP,Pelagic fish
CCQ,38,Spottail shark,Carcharhinus sorrah,沙拉真鲨,4.15,0.64,131.2,FishBase_ISSCAAP,Demersal fish
CCR,38,Smalltail shark,Carcharhinus porosus,,4.14,0.68,123,FishBase_ISSCAAP,Demersal fish
CCS,38,Night shark,Carcharhinus signatus,,4.63,NA,NA,SeaAroundUs,Pelagic fish
CDL,34,Cardinal fishes nei,Epigonus spp,,3.37,0.02,22.177,FishBase_ISSCAAP,Demersal fish
CDO,11,River carpsucker,Carpiodes carpio,,2,NA,NA,FishBase,Freshwater fish
CDT,41,Yabby crayfish,Cherax destructor,,2.2,0.23,NA,FishBase_ISSCAAP,Crustaceans
CDX,33,"Croakers, drums nei",Sciaenidae,,3.67,0.03,70,FishBase_ISSCAAP,Demersal fish
CEC,33,West African ladyfish,Elops lacerta,,4.24,0.75,83.07,FishBase_ISSCAAP,Demersal fish
CEN,34,"Ruffs, barrelfishes nei",Centrolophidae,,3.72,0.07,63,FishBase_ISSCAAP,Demersal fish
CEO,34,Rudderfish,Centrolophus niger,黑长鲳,3.92,0.38,150,FishBase_ISSCAAP,Demersal fish
CEP,57,Cephalopods nei,Cephalopoda,,3.2,0.14,NA,FishBase_ISSCAAP,Cephalopods
CER,36,Cero,Scomberomorus regalis,,4.48,0.79,150.06,FishBase_ISSCAAP,Pelagic fish
CET,31,Wedge sole,Dicologlossa cuneata,,3.32,0.49,30,FishBase_ISSCAAP,Demersal fish
CEW,33,Hawaiian ladyfish,Elops hawaiensis,,4.03,NA,NA,SeaAroundUs,Demersal fish
CEX,34,Cusk-eels nei,Genypterus spp,,4.28,0.07,139,FishBase_ISSCAAP,Demersal fish
CFB,38,Black dogfish,Centroscyllium fabricii,黑霞鲨,3.9,0.63,82.4,FishBase_ISSCAAP,Demersal fish
CFF,33,Peacock hind,Cephalopholis argus,斑点九棘鲈,4.48,0.79,50.37,FishBase_ISSCAAP,Demersal fish
CFH,33,Yellowfin hind,Cephalopholis hemistiktos,半斑九棘鲈,4.14,0.71,29.58,FishBase_ISSCAAP,Demersal fish
CFI,33,Coral hind,Cephalopholis miniata,青星九棘鲈,4.36,0.77,38.34,FishBase_ISSCAAP,Demersal fish
CFL,33,Graysby,Cephalopholis cruentata,加勒比九棘鲈,4.25,NA,NA,SeaAroundUs,Demersal fish
CFS,13,Hong Kong catfish,Clarias fuscus,胡子鲶,3.74,0.59,24.5,FishBase_ISSCAAP,Freshwater fish
CFW,37,Pompano dolphinfish,Coryphaena equiselis,,4.5,NA,NA,SeaAroundUs,Pelagic fish
CGE,42,West African geryon,Chaceon maritae,,2.6,0.3,NA,FishBase_ISSCAAP,Crustaceans
CGM,13,"Africa-bighead catfish, hybrid",Clarias gariepinus x C. macrocephalus,尖齿胡鲇与大头胡鲇杂交种,3.52,0.15,4.2,FishBase_ISSCAAP,Freshwater fish
CGO,11,Goldfish,Carassius auratus,鲫,2,0,49.09,FishBase_ISSCAAP,Freshwater fish
CGX,37,Carangids nei,Carangidae,,3.9,0.04,69,FishBase_ISSCAAP,Pelagic fish
CHA,13,Characins nei,Characidae,,3,0.05,43,FishBase_ISSCAAP,Freshwater fish
CHB,38,Ghost shark,Callorhinchus milii,,3.6,0.29,102.5,FishBase_ISSCAAP,Demersal fish
CHC,54,Choro mussel,Choromytilus chorus,,2.1,0.22,NA,FishBase_ISSCAAP,"Molluscs, other"
CHE,23,Masu(=Cherry) salmon,Oncorhynchus masou,马苏大麻哈鱼,3.6,0.59,70.24,FishBase_ISSCAAP,Pelagic fish
CHG,24,Chacunda gizzard shad,Anodontostoma chacunda,,2.84,0.279,22,FishBase_ISSCAAP,Pelagic fish
CHI,23,Chinook(=Spring=King) salmon,Oncorhynchus tshawytscha,大鳞大麻哈鱼,4.4,0.76,131.57,FishBase_ISSCAAP,Pelagic fish
CHJ,38,Plownose chimaera,Callorhinchus callorynchus,,3.23,0.38,89.2,FishBase_ISSCAAP,Demersal fish
CHK,12,Blackbelt cichlid,Cichlasoma maculicauda,,2,0,25,FishBase_ISSCAAP,Freshwater fish
CHL,12,Jaguar guapote,Cichlasoma managuense,马拉丽体鱼,3.96,0.59,46.52,FishBase_ISSCAAP,Freshwater fish
CHM,38,Cape elephantfish,Callorhinchus capensis,,3.45,0.52,84.7,FishBase_ISSCAAP,Demersal fish
CHO,57,Cape Hope squid,Loligo reynaudii,,3.2,0.14,NA,FishBase_ISSCAAP,Cephalopods
CHP,35,Pacific sardine,Sardinops sagax,,2.43,0.12,39.5,FishBase_ISSCAAP,Pelagic fish
CHR,23,Chars nei,Salvelinus spp,,3.76,0.18,70,FishBase_ISSCAAP,Pelagic fish
CHS,45,Chilean nylon shrimp,Heterocarpus reedi,,2.3,0.24,NA,FishBase_ISSCAAP,Crustaceans
CHU,23,Chum(=Keta=Dog) salmon,Oncorhynchus keta,大麻哈鱼,3.47,0.48,91.02,FishBase_ISSCAAP,Pelagic fish
CHX,12,Cichlasoma nei,Cichlasoma spp,,3.65,0.1,20,FishBase_ISSCAAP,Freshwater fish
CIJ,23,Peled,Coregonus peled,高白鲑,3,0.03,41,FishBase_ISSCAAP,Demersal fish
CIL,31,Spotted flounder,Citharus linguatula,,3.97,NA,NA,SeaAroundUs,Demersal fish
CIM,12,Mouthbrooding cichlids,Haplochromis spp,,3.18,0.13,11,FishBase_ISSCAAP,Freshwater fish
CIS,23,Lake cisco,Coregonus artedi,,3.35,0.4,46.74,FishBase_ISSCAAP,Pelagic fish
CIT,31,Citharids nei,Citharidae,,3.63,0.08,25,FishBase_ISSCAAP,Demersal fish
CIV,13,Citharinus nei,Citharinus spp,,2.12,0.06,47.303,FishBase_ISSCAAP,Freshwater fish
CIX,12,Cichlids nei,Cichlidae,,2.99,0.04,33,FishBase_ISSCAAP,Freshwater fish
CJM,37,Chilean jack mackerel,Trachurus murphyi,,3.49,0.48,57.4,FishBase_ISSCAAP,Pelagic fish
CJN,33,Longfinned bullseye,Cookeolus japonicus,,3.5,NA,NA,SeaAroundUs,Demersal fish
CJX,33,Fusiliers nei,Caesionidae,,3.4,0,NA,FishBase_ISSCAAP,Demersal fish
CKA,33,Atlantic croaker,Micropogonias undulatus,,3.31,0.43,37.29,FishBase_ISSCAAP,Demersal fish
CKI,35,Araucanian herring,Strangomera bentincki,,2.69,0.3,28.39,FishBase_ISSCAAP,Pelagic fish
CKL,33,Law croaker,Pseudotolithus senegallus,,3.89,0.67,190,FishBase_ISSCAAP,Demersal fish
CKM,33,Whitemouth croaker,Micropogonias furnieri,,3.26,0.48,60,FishBase_ISSCAAP,Demersal fish
CKQ,33,Pacific porgy,Calamus brachysomus,,3.8,NA,NA,FishBase,Demersal fish
CKW,33,West African croakers nei,Pseudotolithus spp,,3.78,0.11,80,FishBase_ISSCAAP,Demersal fish
CKY,33,Argentine croaker,Umbrina canosai,,3.85,0.57,32.8,FishBase_ISSCAAP,Demersal fish
CLA,24,Black and Caspian Sea sprat,Clupeonella cultriventris,,3,0,12.37,FishBase_ISSCAAP,Pelagic fish
CLB,56,Atlantic surf clam,Spisula solidissima,,2.1,0.13,NA,FishBase_ISSCAAP,"Molluscs, other"
CLH,56,Northern quahog(=Hard clam),Mercenaria mercenaria,硬壳蛤,2.1,0.13,NA,FishBase_ISSCAAP,"Molluscs, other"
CLI,33,Lingcod,Ophiodon elongatus,,4.32,0.72,137.19,FishBase_ISSCAAP,Demersal fish
CLJ,56,Japanese carpet shell,Ruditapes philippinarum,菲律宾蛤仔,2.1,0.13,NA,FishBase_ISSCAAP,"Molluscs, other"
CLL,38,Barbeled houndshark,Leptocharias smithii,细须雅鲨,3.79,0.49,67.24,FishBase_ISSCAAP,Demersal fish
CLM,56,Macha clam,Mesodesma donacium,,2.1,0.13,NA,FishBase_ISSCAAP,"Molluscs, other"
CLN,13,Mudfish,Clarias anguillaris,鳗胡鲶,3.35,0.51,82,FishBase_ISSCAAP,Freshwater fish
CLO,12,Peacock cichlid,Cichla ocellaris,眼点丽鱼,4.5,0.8,60.68,FishBase_ISSCAAP,Freshwater fish
CLP,35,"Herrings, sardines nei",Clupeidae,,3.16,NA,NA,SeaAroundUs,Pelagic fish
CLQ,56,Ocean quahog,Arctica islandica,,2.1,0.13,NA,FishBase_ISSCAAP,"Molluscs, other"
CLR,56,Atl.jackknife(=Atl.razor clam),Ensis leei,直剑蛏,2.1,0.13,NA,FishBase_ISSCAAP,"Molluscs, other"
CLS,56,Sand gaper,Mya arenaria,砂海螂,2.1,0.13,NA,FishBase_ISSCAAP,"Molluscs, other"
CLT,56,Stimpson's surf clam,Spisula polynyma,,2.1,0.13,NA,FishBase_ISSCAAP,"Molluscs, other"
CLU,35,Clupeoids nei,Clupeoidei,,3.21,0.03,34,FishBase_ISSCAAP,Pelagic fish
CLV,56,Venus clams nei,Veneridae,,2.1,0.13,NA,FishBase_ISSCAAP,"Molluscs, other"
CLX,56,"Clams, etc. nei",Bivalvia,,2.1,0.13,NA,FishBase_ISSCAAP,"Molluscs, other"
CLZ,13,North African catfish,Clarias gariepinus,尖齿胡鲇,3.15,0.288,146.88,FishBase_ISSCAAP,Freshwater fish
CMA,51,Asian clam,Corbicula fluminea,河蚬,2,0,NA,FishBase_ISSCAAP,"Molluscs, other"
CMG,11,Mrigal carp,Cirrhinus mrigala,,2.4,0.17,100,FishBase_ISSCAAP,Freshwater fish
CMJ,51,Japanese corbicula,Corbicula japonica,,2.2,0.23,NA,FishBase_ISSCAAP,"Molluscs, other"
CMM,51,Manila clam,Corbicula manilensis,,2.05,NA,NA,SeaAroundUs,"Molluscs, other"
CMO,38,Rabbit fish,Chimaera monstrosa,银鲛,3.5,0.59,123,FishBase_ISSCAAP,Demersal fish
CMR,42,Mediterranean shore crab,Carcinus aestuarii,,3.43,0.35,NA,FishBase_ISSCAAP,Crustaceans
CNA,13,Snakehead,Channa argus,乌鳢,4.2,0.76,82,FishBase_ISSCAAP,Freshwater fish
CNP,13,Spotted snakehead,Channa punctata,翠鳢,3.84,0.7,25.42,FishBase_ISSCAAP,Freshwater fish
CNS,24,Bloch's gizzard shad,Nematalosa nasus,圆吻海鰶,2.67,0.28,17.83,FishBase_ISSCAAP,Pelagic fish
CNU,35,Whitefin wolf-herring,Chirocentrus nudus,长颌宝刀鱼,4.19,0.74,100,FishBase_ISSCAAP,Pelagic fish
COA,34,American conger,Conger oceanicus,,4.5,0.79,188.6,FishBase_ISSCAAP,Demersal fish
COB,33,Shi drum,Umbrina cirrosa,,3.46,0.57,59.49,FishBase_ISSCAAP,Demersal fish
COC,56,Common edible cockle,Cerastoderma edule,,2.1,0.13,NA,FishBase_ISSCAAP,"Molluscs, other"
COD,32,Atlantic cod,Gadus morhua,大西洋鳕,4.42,0.76,185.6,FishBase_ISSCAAP,Demersal fish
COE,34,European conger,Conger conger,,4.29,0.75,291.72,FishBase_ISSCAAP,Demersal fish
COH,23,Coho(=Silver) salmon,Oncorhynchus kisutch,银大麻哈鱼,4.22,0.73,96.83,FishBase_ISSCAAP,Pelagic fish
COM,36,Narrow-barred Spanish mackerel,Scomberomorus commerson,,4.5,0.8,233.28,FishBase_ISSCAAP,Pelagic fish
CON,52,Stromboid conchs nei,Strombus spp,,2,0,NA,FishBase_ISSCAAP,"Molluscs, other"
COO,52,Queen conch,Aliger gigas,大凤凰螺,2,NA,NA,Estimate(SeaAroundUs),"Molluscs, other"
COS,34,Argentine conger,Conger orbignianus,,3.72,0.59,112,FishBase_ISSCAAP,Demersal fish
COW,32,Navaga(=Wachna cod),Eleginus nawaga,宽突鳕,4.24,0.73,34.9,FishBase_ISSCAAP,Demersal fish
COX,34,"Conger eels, etc. nei",Congridae,,3.85,0.05,148,FishBase_ISSCAAP,Demersal fish
COZ,56,Cockles nei,Cardiidae,,2.1,0.13,NA,FishBase_ISSCAAP,"Molluscs, other"
CPL,38,Lowfin gulper shark,Centrophorus lusitanicus,低鳍刺鲨,4.43,0.63,131.2,FishBase_ISSCAAP,Demersal fish
CPO,37,Chinese silver pomfret,Pampus chinensis,,3.6,NA,NA,SeaAroundUs,Pelagic fish
CPR,45,Common prawn,Palaemon serratus,,2.7,0.35,NA,FishBase_ISSCAAP,Crustaceans
CPS,38,Draughtsboard shark,Cephaloscyllium isabella,阴影绒毛鲨,4.22,0.64,85.33,FishBase_ISSCAAP,Demersal fish
CQO,32,Chilean grenadier,Coelorinchus chilensis,,3.61,0.52,39.36,FishBase_ISSCAAP,Demersal fish
CRA,42,Marine crabs nei,Brachyura,,2.6,0.3,NA,FishBase_ISSCAAP,Crustaceans
CRB,42,Blue crab,Callinectes sapidus,,4,0.64,NA,FishBase_ISSCAAP,Crustaceans
CRC,42,Giant swimcrab,Callinectes toxotes,,3.63,NA,NA,SeaAroundUs,Crustaceans
CRD,41,Danube crayfish,Astacus leptodactylus,,2.2,0.23,NA,FishBase_ISSCAAP,Crustaceans
CRE,42,Edible crab,Cancer pagurus,,2.6,0.3,NA,FishBase_ISSCAAP,Crustaceans
CRF,37,Blue trevally,Carangoides ferdau,,4.31,NA,NA,SeaAroundUs,Pelagic fish
CRG,42,Green crab,Carcinus maenas,,3.5,0.53,NA,FishBase_ISSCAAP,Crustaceans
CRJ,42,Jonah crab,Cancer borealis,,2.6,0.3,NA,FishBase_ISSCAAP,Crustaceans
CRK,42,Atlantic rock crab,Cancer irroratus,,2.6,0.3,NA,FishBase_ISSCAAP,Crustaceans
CRL,33,Blackmouth croaker,Atrobucca nibe,黑姑鱼,3.64,0.53,45,FishBase_ISSCAAP,Demersal fish
CRP,41,Red claw crayfish,Cherax quadricarinatus,,2.2,0.23,NA,FishBase_ISSCAAP,Crustaceans
CRQ,42,Queen crab,Chionoecetes opilio,,2.2,0.14,NA,FishBase_ISSCAAP,Crustaceans
CRR,42,Red crab,Chaceon quinquedens,,2.6,0.3,NA,FishBase_ISSCAAP,Crustaceans
CRS,42,Portunus swimcrabs nei,Portunus spp,,2.5,0.65,NA,FishBase_ISSCAAP,Crustaceans
CRU,47,Marine crustaceans nei,Crustacea,,2.6,0.3,NA,FishBase_ISSCAAP,Crustaceans
CRV,33,Silver croaker,Pennahia argentata,白姑鱼,3.47,0.43,40,FishBase_ISSCAAP,Demersal fish
CRW,43,Palinurid spiny lobsters nei,Palinurus spp,,3.2,0.41,NA,FishBase_ISSCAAP,Crustaceans
CRX,33,Croakers nei,Micropogonias spp,,3.41,0.09,44,FishBase_ISSCAAP,Demersal fish
CRY,33,Yellow croaker,Larimichthys polyactis,,3.64,0.63,40,FishBase_ISSCAAP,Demersal fish
CRZ,42,Dana swimcrab,Callinectes danae,,2.5,0.65,NA,FishBase_ISSCAAP,Crustaceans
CSD,13,Pirapatinga,Piaractus brachypomus,短盖巨脂鲤,2.52,0.22,62.66,FishBase_ISSCAAP,Freshwater fish
CSH,45,Common shrimp,Crangon crangon,,3.19,0.45,NA,FishBase_ISSCAAP,Crustaceans
CSI,53,Slipper cupped oyster,Crassostrea iredalei,,2.1,0.13,NA,FishBase_ISSCAAP,"Molluscs, other"
CSM,13,Cachama,Colossoma macropomum,黑盖巨脂鲤,2.02,0.08,80.14,FishBase_ISSCAAP,Freshwater fish
CSO,13,Pacu,Piaractus mesopotamicus,细鳞肥脂鲤,2,0,40.5,FishBase_ISSCAAP,Freshwater fish
CSP,45,Crystal shrimp,Penaeus brevirostris,,2.7,0.35,NA,FishBase_ISSCAAP,Crustaceans
CSR,13,Bagrid catfish,Chrysichthys nigrodigitatus,,2.58,0.34,65,FishBase_ISSCAAP,Freshwater fish
CST,13,Black catfishes nei,Chrysichthys spp,,3.02,0.1,48,FishBase_ISSCAAP,Freshwater fish
CSY,13,Upsidedown catfishes,Synodontis spp,,2.82,0.07,27,FishBase_ISSCAAP,Freshwater fish
CTA,34,Castaneta,Nemadactylus bergi,,3.18,0.36,39.48,FishBase_ISSCAAP,Demersal fish
CTB,33,Common two-banded seabream,Diplodus vulgaris,,3.24,0.37,41.22,FishBase_ISSCAAP,Demersal fish
CTC,57,Common cuttlefish,Sepia officinalis,,3.55,0.56,NA,FishBase_ISSCAAP,Cephalopods
CTG,56,Grooved carpet shell,Ruditapes decussatus,,2.1,0.13,NA,FishBase_ISSCAAP,"Molluscs, other"
CTI,38,Dusky smooth-hound,Mustelus canis,美星鲨,3.67,0.56,123,FishBase_ISSCAAP,Demersal fish
CTL,57,"Cuttlefish, bobtail squids nei","Sepiidae, Sepiolidae",,3.2,0.14,NA,FishBase_ISSCAAP,Cephalopods
CTM,11,Suckers nei,Catostomidae,,2.99,0.07,3.2,FishBase_ISSCAAP,Freshwater fish
CTO,13,Torpedo-shaped catfishes nei,Clarias spp,,3.52,0.15,64,FishBase_ISSCAAP,Freshwater fish
CTT,11,Catla,Gibelion catla,,2.75,0.25,137.59,FishBase_ISSCAAP,Freshwater fish
CTU,38,Gummy shark,Mustelus antarcticus,南极星鲨,4.1,NA,NA,SeaAroundUs,Demersal fish
CUB,34,Black cusk-eel,Genypterus maculatus,,4.09,0.74,82,FishBase_ISSCAAP,Demersal fish
CUC,34,Red cusk-eel,Genypterus chilensis,,4.26,0.77,150,FishBase_ISSCAAP,Demersal fish
CUJ,76,Japanese sea cucumber,Apostichopus japonicus,仿刺参,2.3,NA,NA,SeaAroundUs,"Aquatic animals, other"
CUS,34,Pink cusk-eel,Genypterus blacodes,,4.34,0.77,200,FishBase_ISSCAAP,Demersal fish
CUT,34,"Hairtails, scabbardfishes nei",Trichiuridae,,4.24,0.06,169,FishBase_ISSCAAP,Demersal fish
CUU,13,,Curimata cyprinoides,,2.41,0.17,21.3,FishBase_ISSCAAP,Freshwater fish
CUX,76,Sea cucumbers nei,Holothuroidea,,2,NA,NA,SeaAroundUs,"Aquatic animals, other"
CVB,42,Tanner crab,Chionoecetes bairdi,,3.08,NA,NA,SeaAroundUs,Crustaceans
CVJ,37,Crevalle jack,Caranx hippos,,3.5,0.49,101.68,FishBase_ISSCAAP,Pelagic fish
CVK,33,Chocolate hind,Cephalopholis boenak,,4.2,0.74,24.73,FishBase_ISSCAAP,Demersal fish
CVL,45,Sculptured shrimps nei,Sclerocrangon spp,,2.7,NA,NA,FishBase_ISSCAAP,Crustaceans
CVW,34,Shortnose greeneye,Chlorophthalmus agassizi,,3.66,NA,NA,SeaAroundUs,Demersal fish
CWC,33,Karanteen seabream,Crenidens crenidens,波牙鲷,2.8,0.29,24.6,FishBase_ISSCAAP,Demersal fish
CWE,42,Mola rock crab,Metacarcinus edwardsii,,3.55,NA,NA,SeaAroundUs,Crustaceans
CWF,77,,Chrysaora plocamia,,4.04,NA,NA,SeaAroundUs,"Aquatic animals, other"
CWG,11,Prussian carp,Carassius gibelio,银鲫,2.47,NA,NA,FishBase,Freshwater fish
CWJ,42,Red snow crab,Chionoecetes japonicus,,2.3,NA,NA,SeaAroundUs,Crustaceans
CXF,34,Redfish,Centroberyx affinis,,3.81,0.59,51,FishBase_ISSCAAP,Demersal fish
CXP,34,Red pike conger,Cynoponticus coniceps,,4.03,0.62,165.64,FishBase_ISSCAAP,Demersal fish
CXR,37,Bar jack,Caranx ruber,,4.39,0.77,56.34,FishBase_ISSCAAP,Pelagic fish
CXS,37,Bigeye trevally,Caranx sexfasciatus,,4.5,0.8,104.88,FishBase_ISSCAAP,Pelagic fish
CXY,52,Volutes nei,Cymbium spp,,2,NA,NA,SeaAroundUs,"Molluscs, other"
CYO,38,Portuguese dogfish,Centroscymnus coelolepis,腔鳞荆鲨,4.35,0.42,98.4,FishBase_ISSCAAP,Demersal fish
CYP,38,Longnose velvet dogfish,Centroselachus crepidater,长吻荆鲨,4.16,0.56,103.78,FishBase_ISSCAAP,Demersal fish
CYV,38,Dark ghost shark,Hydrolagus novaezealandiae,,3.52,0.46,78.72,FishBase_ISSCAAP,Demersal fish
CZJ,44,Blue squat lobster,Cervimunida johni,蓝颌刺铠虾,2.6,NA,NA,SeaAroundUs,Crustaceans
CZM,44,Right-handed hermit crabs nei,Paguridae,,3.08,NA,NA,Estimate(SeaAroundUs),Crustaceans
DAB,31,Common dab,Limanda limanda,欧洲黄盖鲽,3.29,0.38,40,FishBase_ISSCAAP,Demersal fish
DAG,13,Dagaas (=Kapenta),"Stolothrissa, Limnothrissa spp",,3.11,0.04,10,FishBase_ISSCAAP,Freshwater fish
DAS,24,Chinese gizzard shad,Clupanodon thrissa,,3.31,0.38,26,FishBase_ISSCAAP,Pelagic fish
DCA,38,Birdbeak dogfish,Deania calceus,喙吻田氏鲨,4.22,0.65,100.04,FishBase_ISSCAAP,Demersal fish
DCC,37,Shortfin scad,Decapterus macrosoma,长体圆鲹,3.4,0.45,32.25,FishBase_ISSCAAP,Pelagic fish
DCP,45,Natantian decapods nei,Natantia,,2.2,0.23,NA,FishBase_ISSCAAP,Crustaceans
DCX,24,Diadromous clupeoids nei,Clupeoidei,,3.21,0.03,35,FishBase_ISSCAAP,Freshwater fish
DEA,33,Angolan dentex,Dentex angolensis,,3.52,0.48,26.23,FishBase_ISSCAAP,Demersal fish
DEC,33,Common dentex,Dentex dentex,,4.5,0.7,92.5,FishBase_ISSCAAP,Demersal fish
DEL,33,Large-eye dentex,Dentex macrophthalmus,,3.43,0.5,54.47,FishBase_ISSCAAP,Demersal fish
DEM,33,Morocco dentex,Dentex maroccanus,,3.85,NA,NA,SeaAroundUs,Demersal fish
DEP,33,Pink dentex,Dentex gibbosus,,4.14,NA,NA,SeaAroundUs,Demersal fish
DES,34,Deep-sea smelt,Glossanodon semifasciatus,,3.14,0.34,21.98,FishBase_ISSCAAP,Demersal fish
DEX,33,Dentex nei,Dentex spp,,3.82,0.14,59,FishBase_ISSCAAP,Demersal fish
DGH,38,Dogfishes and hounds nei,"Squalidae, Scyliorhinidae",,4.16,0.03,108,FishBase_ISSCAAP,Demersal fish
DGP,33,Painted sweetlips,Diagramma pictum,,3.46,0.48,91.02,FishBase_ISSCAAP,Demersal fish
DGQ,34,Specklefin cusk-eel,Lepophidium negropinna,,3.8,NA,NA,Estimate(FishBase),Demersal fish
DGS,38,Picked dogfish,Squalus acanthias,,4.3,0.67,131.2,FishBase_ISSCAAP,Demersal fish
DGX,38,Dogfish sharks nei,Squalidae,,4.3,0.06,165,FishBase_ISSCAAP,Demersal fish
DIA,25,Diadromous fishes nei,Actinopterygii,,3.79,NA,NA,SeaAroundUs,Demersal fish
DLX,33,Torpedo sand perch,Diplectrum maximum,,3.8,NA,NA,Estimate(FishBase),Demersal fish
DML,13,Cornish jack,Mormyrops anguilloides,,3.77,NA,NA,FishBase,Freshwater fish
DMM,13,Fat sleeper,Dormitator maculatus,脂塘鳢,2.45,0.3,57.4,FishBase_ISSCAAP,Freshwater fish
DMN,13,Eastern bottlenose mormyrid,Mormyrus longirostris,,3.3,NA,NA,FishBase,Freshwater fish
DNC,33,Congo dentex,Dentex congoensis,,3.71,0.53,35.45,FishBase_ISSCAAP,Demersal fish
DOB,35,Dorab wolf-herring,Chirocentrus dorab,,4.5,0.8,100,FishBase_ISSCAAP,Pelagic fish
DOD,24,Dotted gizzard shad,Konosirus punctatus,斑鰶,2.87,0.22,26.28,FishBase_ISSCAAP,Pelagic fish
DOL,37,Common dolphinfish,Coryphaena hippurus,,4.37,0.77,175.35,FishBase_ISSCAAP,Pelagic fish
DOM,13,Pacific fat sleeper,Dormitator latifrons,侧叶脂塘鳢,2,0,36.86,FishBase_ISSCAAP,Freshwater fish
DON,56,Donax clams,Donax spp,斧蛤属未定种,2.1,0.13,NA,FishBase_ISSCAAP,"Molluscs, other"
DOS,35,Wolf-herrings nei,Chirocentrus spp,,4.35,0.15,100,FishBase_ISSCAAP,Pelagic fish
DOT,36,Dogtooth tuna,Gymnosarda unicolor,,4.5,0.75,227.15,FishBase_ISSCAAP,Pelagic fish
DOX,37,Dolphinfishes nei,Coryphaenidae,,4.49,NA,NA,SeaAroundUs,Pelagic fish
DPC,34,Daggertooth pike conger,Muraenesox cinereus,海鳗,4.07,0.66,215.28,FishBase_ISSCAAP,Demersal fish
DPQ,38,New Zealand smooth skate,Dipturus innominatus,,4.1,NA,NA,SeaAroundUs,Demersal fish
DPS,45,Deep-water rose shrimp,Parapenaeus longirostris,长额拟对虾,3.31,0.44,NA,FishBase_ISSCAAP,Crustaceans
DPV,38,Yellownose skate,Dipturus chilensis,,4.46,NA,NA,FishBase,Demersal fish
DPX,34,Demersal percomorphs nei,Perciformes,,3.43,0.01,60,FishBase_ISSCAAP,Demersal fish
DPZ,13,,Doraops zuloagai,,3.28,NA,NA,FishBase,Freshwater fish
DQX,24,Gizzard shad nei,Dorosoma spp,,2.74,0.34,NA,FishBase_ISSCAAP,Pelagic fish
DRI,34,Indian driftfish,Ariomma indicum,,3.63,0.5,25,FishBase_ISSCAAP,Demersal fish
DRS,33,Boe drum,Pteroscion peli,,3.56,0.5,25.79,FishBase_ISSCAAP,Demersal fish
DRU,33,Sciaenas nei,Sciaena spp,,3.75,NA,NA,SeaAroundUs,Demersal fish
DRZ,33,Sicklefishes nei,Drepane spp,,3.32,NA,NA,SeaAroundUs,Demersal fish
DSE,13,Grass-eaters nei,Distichodus spp,,2.35,0.16,36.849,FishBase_ISSCAAP,Freshwater fish
DSX,56,Mature dosinia,Dosinia exoleta,成熟斧蛤,2,NA,NA,SeaAroundUs,"Molluscs, other"
DSZ,56,Dosinias nei,Dosinia spp,,2.02,NA,NA,SeaAroundUs,"Molluscs, other"
DUH,33,Peruvian mojarra,Diapterus peruvianus,,3.66,NA,NA,SeaAroundUs,Demersal fish
DUJ,45,Humpy shrimp,Pandalus goniurus,驼背长额虾,2.6,NA,NA,SeaAroundUs,Crustaceans
DUK,45,Hokkai shrimp,Pandalus kessleri,远东长额虾,2.6,NA,NA,SeaAroundUs,Crustaceans
DUN,42,Dungeness crab,Cancer magister,,4,0.28,NA,FishBase_ISSCAAP,Crustaceans
DUT,33,Irish mojarra,Diapterus auratus,,2.4,0.27,27.88,FishBase_ISSCAAP,Demersal fish
DVO,33,Brassy grunt,Orthopristis chalceus,,3.6,NA,NA,Estimate(FishBase),Demersal fish
